TXN_YEAR,TXN_MONTH,BANK,ACCOUNT_TYPE,TOT_ACCOUNT,TOT_TXNS,DEPOSIT_COUNT,WITHDRAWAL_COUNT,TOT_BALANCE,DEPOSIT_PERC,WITHDRAWAL_PERC,AVG_BALANCE,TPA
2018,2,Hypotecni bank,Savings account,43,2778,766,2088,81018117.0,27.57,75.16,1884142.2558140,65
2018,2,J&T Bank ,NRI account,35,2062,582,1480,63421899.8,28.23,71.78,1812054.2800000,59
2018,2,J&T Bank ,Salary account,57,3474,869,2774,102154227.8,25.01,79.85,1792179.4350877,61
2018,2,J&T Bank ,Savings account,43,2809,995,1866,82160727.1,35.42,66.43,1910714.5837209,65
2018,2,Kameron bank,NRI account,56,3668,747,3253,106064598.5,20.37,88.69,1894010.6875000,66
2018,2,Kameron bank,Salary account,58,3542,529,3155,93659999.9,14.94,89.07,1614827.5844828,61
2018,2,Kameron bank,Savings account,43,2631,720,2033,72811718.9,27.37,77.27,1693295.7883721,61
2018,2,Max bank,NRI account,40,2574,661,1953,76268499.3,25.68,75.87,1906712.4825000,64
2018,2,Max bank,Salary account,60,3834,1046,2847,112350254.5,27.28,74.26,1872504.2416667,64
2018,2,Max bank,Savings account,51,2931,519,2516,85082862.0,17.71,85.84,1668291.4117647,57
2018,2,Moneta Money Bank,NRI account,43,2698,1049,1649,70376561.7,38.88,61.12,1636664.2255814,63
2018,2,Moneta Money Bank,Salary account,52,3270,728,2837,100615725.1,22.26,86.76,1934917.7903846,63
2019,1,SKY BANK,Salary account,552,27877,12678,17585,820949034.5,45.48,63.08,1487226.5117754,51
2019,1,SKY BANK,Savings account,555,28471,12775,17746,830959984.6,44.87,62.33,1497225.1974775,51
2019,1,Sky Bank,NRI account,526,29088,12817,18468,881714336.7,44.06,63.49,1676262.9975285,55
2019,1,Sky Bank,Salary account,553,29883,13344,19054,876423718.9,44.65,63.76,1584853.0179024,54
2019,1,Sky Bank,Savings account,555,30676,13614,19241,886395697.2,44.38,62.72,1597109.3643243,55
2019,1,Southern Bank,NRI account,358,6917,4222,3164,205246729.5,61.04,45.74,573314.8868715,19
2019,1,Southern Bank,Salary account,394,7922,4992,3758,243475901.8,63.01,47.44,617959.1416244,20
2019,1,Southern Bank,Savings account,381,7644,4599,3491,224523592.9,60.16,45.67,589300.7687664,20
2019,1,Trinity Bank,NRI account,85,4822,490,4719,141983478.4,10.16,97.86,1670393.8635294,57
2019,1,Trinity Bank,Salary account,63,3986,1045,2999,92787671.7,26.22,75.24,1472820.1857143,63
2019,1,Trinity Bank,Savings account,70,4141,857,3487,107038025.2,20.70,84.21,1529114.6457143,59
2019,1,UniCredit Bank,NRI account,68,4036,1290,2818,97332464.5,31.96,69.82,1431359.7720588,59
2019,1,UniCredit Bank,Salary account,62,3573,868,2831,78802129.6,24.29,79.23,1271002.0903226,58
2019,1,UniCredit Bank,Savings account,55,3195,520,2824,83988240.5,16.28,88.39,1527058.9181818,58
2019,2,Air Bank ,NRI account,82,4663,965,3954,141448178.8,20.69,84.80,1724977.7902439,57
2019,2,Air Bank ,Salary account,76,4823,1477,3632,151120661.9,30.62,75.31,1988429.7618421,63
2019,2,Air Bank ,Savings account,55,3347,718,2824,108338319.0,21.45,84.37,1969787.6181818,61
2019,2,Bank Creditas,NRI account,70,3862,741,3172,120991345.1,19.19,82.13,1728447.7871429,55
2019,2,Bank Creditas,Salary account,71,4357,1614,2827,121634125.9,37.04,64.88,1713156.7028169,61
2019,2,Bank Creditas,Savings account,77,4710,1127,3747,138114747.1,23.93,79.55,1793698.0142857,61
2019,2,Central Bank,NRI account,546,29447,12929,18359,1073792420.1,43.91,62.35,1966652.7840659,54
2019,2,Central Bank,Salary account,563,29949,13460,18888,1057181538.9,44.94,63.07,1877764.7227353,53
2019,2,Central Bank,Savings account,566,30889,14121,19380,1139860240.5,45.72,62.74,2013887.3507067,55
2019,2,Czech export bank,NRI account,69,3899,869,3309,140187018.6,22.29,84.87,2031695.9217391,57
2019,2,Czech export bank,Salary account,73,4431,1335,3456,131484480.2,30.13,78.00,1801157.2630137,61
2019,2,Czech export bank,Savings account,72,4198,1102,3311,135114550.5,26.25,78.87,1876590.9791667,58
2019,2,Fio bank ,NRI account,65,4008,970,3038,110498547.3,24.20,75.80,1699977.6507692,62
2019,2,Fio bank ,Salary account,71,4100,734,3506,119224484.7,17.90,85.51,1679218.0943662,58
2019,2,Fio bank ,Savings account,70,4299,867,3616,135655502.5,20.17,84.11,1937935.7500000,61
2019,2,Hypotecni bank,NRI account,62,3778,850,3046,113479516.6,22.50,80.62,1830314.7838710,61
2019,2,Hypotecni bank,Salary account,57,3332,1149,2443,102403702.2,34.48,73.32,1796556.1789474,58
2019,2,Hypotecni bank,Savings account,66,3925,963,2986,106608839.8,24.54,76.08,1615285.4515152,59
2019,2,J&T Bank ,NRI account,60,3251,738,2549,101082514.9,22.70,78.41,1684708.5816667,54
2019,2,J&T Bank ,Salary account,79,4639,1120,3752,145155437.7,24.14,80.88,1837410.6037975,59
2019,2,J&T Bank ,Savings account,58,3573,1198,2459,109595620.6,33.53,68.82,1889579.6655172,62
2019,2,Kameron bank,NRI account,76,4689,801,4145,141822638.4,17.08,88.40,1866087.3473684,62
2019,2,Kameron bank,Salary account,77,4435,727,3850,124113062.5,16.39,86.81,1611857.9545455,58
2019,2,Kameron bank,Savings account,67,3769,928,3056,111657968.3,24.62,81.08,1666536.8402985,56
2019,2,Max bank,NRI account,64,3790,828,3225,124041226.6,21.85,85.09,1938144.1656250,59
2019,2,Max bank,Salary account,81,4884,1207,3901,144958716.5,24.71,79.87,1789613.7839506,60
2019,2,Max bank,Savings account,72,3944,827,3287,111504187.5,20.97,83.34,1548669.2708333,55
2019,2,Moneta Money Bank,NRI account,61,3656,1452,2256,101196465.4,39.72,61.71,1658958.4491803,60
2019,2,Moneta Money Bank,Salary account,78,4521,835,4006,130535728.7,18.47,88.61,1673534.9833333,58
2019,2,Moneta Money Bank,Savings account,79,4638,1415,3424,143802331.5,30.51,73.82,1820282.6772152,59
2019,2,NBS BANK,NRI account,546,29964,13272,18690,1078432246.1,44.29,62.37,1975150.6338828,55
2019,2,NBS BANK,Salary account,562,30337,13650,19060,1054743696.3,44.99,62.83,1876768.1428826,54
2019,2,NBS BANK,Savings account,565,31190,14214,19679,1129516516.2,45.57,63.09,1999144.2764602,55
2019,2,Northern Bank,NRI account,507,22136,10399,13301,805584999.7,46.98,60.09,1588925.0487179,44
2019,2,Northern Bank,Salary account,531,23103,10899,14233,807882715.0,47.18,61.61,1521436.3747646,44
2019,2,Northern Bank,Savings account,529,23402,11178,13946,852670684.9,47.77,59.59,1611853.8466919,44
2019,2,PPF Bank,NRI account,62,3874,563,3363,119978180.3,14.53,86.81,1935131.9403226,62
2019,2,PPF Bank,Salary account,74,4417,1158,3455,126704811.9,26.22,78.22,1712227.1878378,60
2019,2,PPF Bank,Savings account,67,4001,1266,2876,118356060.3,31.64,71.88,1766508.3626866,60
2019,2,Raiffeisen bank,NRI account,68,3891,919,3020,128731572.3,23.62,77.62,1893111.3573529,57
2019,2,Raiffeisen bank,Salary account,74,4423,1047,3733,124565827.6,23.67,84.40,1683321.9945946,60
2019,2,Raiffeisen bank,Savings account,71,4145,957,3298,120989527.6,23.09,79.57,1704077.8535211,58
2019,2,SKY BANK,NRI account,545,27961,12418,17248,1001042666.1,44.41,61.69,1836775.5341284,51
2019,2,SKY BANK,Salary account,562,28466,12876,17761,981562791.2,45.23,62.39,1746553.0092527,51
2019,2,SKY BANK,Savings account,565,29063,13134,18269,1047405722.1,45.19,62.86,1853815.4373451,51
2019,2,Sky Bank,NRI account,546,30059,13031,18882,1060994405.5,43.35,62.82,1943213.1968864,55
2019,2,Sky Bank,Salary account,563,30488,13547,19282,1048635602.2,44.43,63.24,1862585.4390764,54
2019,2,Sky Bank,Savings account,566,31293,13994,19866,1132492488.1,44.72,63.48,2000870.1203180,55
2019,2,Southern Bank,NRI account,358,6901,4156,3122,255852565.0,60.22,45.24,714671.9692737,19
2019,2,Southern Bank,Salary account,394,7923,4941,3725,277551012.7,62.36,47.02,704444.1946701,20
2019,2,Southern Bank,Savings account,380,7627,4628,3507,284785804.6,60.68,45.98,749436.3278947,20
2019,2,Trinity Bank,NRI account,86,4868,536,4626,173666248.2,11.01,95.03,2019374.9790698,57
2019,2,Trinity Bank,Salary account,63,3986,1045,3131,116096511.4,26.22,78.55,1842801.7682540,63
2019,2,Trinity Bank,Savings account,71,4182,857,3658,137155021.8,20.49,87.47,1931760.8704225,59
2019,2,UniCredit Bank,NRI account,72,4213,1382,2905,126437217.8,32.80,68.95,1756072.4694444,59
2019,2,UniCredit Bank,Salary account,63,3615,801,2936,96216003.5,22.16,81.22,1527238.1507937,57
2019,2,UniCredit Bank,Savings account,56,3241,566,2806,100373810.1,17.46,86.58,1792389.4660714,58
2019,3,Air Bank ,NRI account,83,4703,965,3892,150500044.5,20.52,82.76,1813253.5481928,57
2019,3,Air Bank ,Salary account,78,4946,1477,3607,159993141.9,29.86,72.93,2051194.1269231,63
2019,3,Air Bank ,Savings account,59,3503,764,2879,122092490.2,21.81,82.19,2069364.2406780,59
2019,3,Bank Creditas,NRI account,72,3930,741,3301,130402398.4,18.86,83.99,1811144.4222222,55
2019,3,Bank Creditas,Salary account,72,4403,1660,2886,128017961.2,37.70,65.55,1778027.2388889,61
2019,3,Bank Creditas,Savings account,82,4914,1127,4034,158490439.5,22.93,82.09,1932810.2378049,60
2019,3,Central Bank,NRI account,564,30132,13238,18631,1173555408.6,43.93,61.83,2080772.0010638,53
2019,3,Central Bank,Salary account,576,30445,13641,19053,1120941598.7,44.81,62.58,1946079.1644097,53
2019,3,Central Bank,Savings account,587,31549,14347,19574,1251950362.5,45.48,62.04,2132794.4846678,54
2019,3,Czech export bank,NRI account,70,3983,869,3350,147246268.4,21.82,84.11,2103518.1200000,57
2019,3,Czech export bank,Salary account,73,4431,1335,3456,142472720.7,30.13,78.00,1951681.1054795,61
2019,3,Czech export bank,Savings account,74,4280,1102,3393,145431801.2,25.75,79.28,1965294.6108108,58
2019,3,Fio bank ,NRI account,68,4131,970,3290,119844431.3,23.48,79.64,1762418.1073529,61
2019,3,Fio bank ,Salary account,71,4100,734,3506,126803527.4,17.90,85.51,1785965.1746479,58
2019,3,Fio bank ,Savings account,72,4381,867,3640,143947903.7,19.79,83.09,1999276.4402778,61
2019,3,Hypotecni bank,NRI account,63,3807,850,3016,115789944.2,22.33,79.22,1837935.6222222,60
2019,3,Hypotecni bank,Salary account,58,3445,1079,2493,109234821.1,31.32,72.37,1883358.9844828,59
2019,3,Hypotecni bank,Savings account,68,4046,963,3107,114355673.9,23.80,76.79,1681701.0867647,60
2019,3,J&T Bank ,NRI account,64,3422,783,2719,113051870.2,22.88,79.46,1766435.4718750,53
2019,3,J&T Bank ,Salary account,82,4809,1237,3787,152993396.1,25.72,78.75,1865773.1231707,59
2019,3,J&T Bank ,Savings account,60,3697,1198,2583,120822588.0,32.40,69.87,2013709.8000000,62
2019,3,Kameron bank,NRI account,79,4818,846,4279,163748383.0,17.56,88.81,2072764.3417722,61
2019,3,Kameron bank,Salary account,77,4435,727,3911,134312829.4,16.39,88.18,1744322.4597403,58
2019,3,Kameron bank,Savings account,67,3769,861,3030,117422609.9,22.84,80.39,1752576.2671642,56
2019,3,Max bank,NRI account,68,3991,874,3269,127814486.7,21.90,81.91,1879624.8044118,59
2019,3,Max bank,Salary account,84,5012,1252,3869,142903132.0,24.98,77.19,1701227.7619048,60
2019,3,Max bank,Savings account,74,4001,872,3233,137277483.9,21.79,80.80,1855101.1337838,54
2019,3,Moneta Money Bank,NRI account,65,3819,1564,2321,107910547.9,40.95,60.78,1660162.2753846,59
2019,3,Moneta Money Bank,Salary account,79,4562,835,4022,136144137.1,18.30,88.16,1723343.5075949,58
2019,3,Moneta Money Bank,Savings account,84,4877,1505,3573,152618932.0,30.86,73.26,1816892.0476190,58
2019,3,NBS BANK,NRI account,564,30941,13599,19114,1189332422.4,43.95,61.78,2108745.4297872,55
2019,3,NBS BANK,Salary account,575,30994,13868,19396,1123328339.2,44.74,62.58,1953614.5029565,54
2019,3,NBS BANK,Savings account,587,32361,14600,20267,1242419437.1,45.12,62.63,2116557.8144804,55
2019,3,Northern Bank,NRI account,510,22183,10374,13242,880646230.7,46.77,59.69,1726757.3150980,43
2019,3,Northern Bank,Salary account,531,23030,10762,14142,847325239.1,46.73,61.41,1595716.0811676,43
2019,3,Northern Bank,Savings account,530,23400,11108,13853,919276121.2,47.47,59.20,1734483.2475472,44
2019,3,PPF Bank,NRI account,64,3995,563,3560,133277234.1,14.09,89.11,2082456.7828125,62
2019,3,PPF Bank,Salary account,75,4458,1222,3432,141316939.7,27.41,76.99,1884225.8626667,59
2019,3,PPF Bank,Savings account,70,4182,1312,2883,131689692.6,31.37,68.94,1881281.3228571,60
2019,3,Raiffeisen bank,NRI account,69,3973,919,3163,132969049.8,23.13,79.61,1927087.6782609,58
2019,3,Raiffeisen bank,Salary account,74,4413,1047,3525,129376289.4,23.73,79.88,1748328.2351351,60
2019,3,Raiffeisen bank,Savings account,73,4231,1002,3278,130850878.0,23.68,77.48,1792477.7808219,58
2019,3,SKY BANK,NRI account,564,28872,12775,17646,1100121537.9,44.25,61.12,1950570.1026596,51
2019,3,SKY BANK,Salary account,575,29113,13067,18078,1055217302.1,44.88,62.10,1835160.5253913,51
2019,3,SKY BANK,Savings account,587,30122,13478,18782,1162095895.6,44.74,62.35,1979720.4354344,51
2019,3,Sky Bank,NRI account,564,31076,13402,19413,1181602392.7,43.13,62.47,2095039.7033688,55
2019,3,Sky Bank,Salary account,576,31148,13744,19594,1123306880.6,44.12,62.91,1950185.5565972,54
2019,3,Sky Bank,Savings account,587,32420,14338,20409,1245533993.5,44.23,62.95,2121863.7027257,55
2019,3,Southern Bank,NRI account,360,6924,4230,3192,284793427.3,61.09,46.10,791092.8536111,19
2019,3,Southern Bank,Salary account,394,7880,4861,3654,296261197.8,61.69,46.37,751931.9741117,20
2019,3,Southern Bank,Savings account,379,7626,4588,3484,297071756.6,60.16,45.69,783830.4923483,20
2019,3,Trinity Bank,NRI account,87,4910,536,4622,180084536.7,10.92,94.13,2069937.2034483,56
2019,3,Trinity Bank,Salary account,63,3986,1045,2999,115103709.0,26.22,75.24,1827043.0000000,63
2019,3,Trinity Bank,Savings account,75,4350,902,3651,152480360.3,20.74,83.93,2033071.4706667,58
2019,3,UniCredit Bank,NRI account,74,4291,1382,2946,132264559.0,32.21,68.66,1787358.9054054,58
2019,3,UniCredit Bank,Salary account,64,3656,801,2974,109147854.1,21.91,81.35,1705435.2203125,57
2019,3,UniCredit Bank,Savings account,57,3286,611,2806,112015137.6,18.59,85.39,1965177.8526316,58
2017,1,Air Bank ,NRI account,5,405,71,334,592462.8,17.53,82.47,118492.5600000,81
2017,1,Air Bank ,Salary account,5,342,72,270,1731974.6,21.05,78.95,346394.9200000,68
2017,1,Air Bank ,Savings account,5,405,72,333,2514212.9,17.78,82.22,502842.5800000,81
2017,1,Bank Creditas,NRI account,3,208,142,66,150700.0,68.27,31.73,50233.3333333,69
2017,1,Bank Creditas,Salary account,3,209,142,67,1116453.9,67.94,32.06,372151.3000000,70
2017,1,Bank Creditas,Savings account,4,271,72,199,316731.2,26.57,73.43,79182.8000000,68
2017,1,Central Bank,NRI account,35,1728,711,1144,12060971.6,41.15,66.20,344599.1885714,49
2017,1,Central Bank,Salary account,29,1571,674,1020,11420527.2,42.90,64.93,393811.2827586,54
2017,1,Central Bank,Savings account,32,1769,706,1063,19254998.2,39.91,60.09,601718.6937500,55
2017,1,Czech export bank,NRI account,6,402,0,470,3765413.2,0.00,116.92,627568.8666667,67
2017,1,Czech export bank,Salary account,5,404,0,404,5496850.7,0.00,100.00,1099370.1400000,81
2017,1,Czech export bank,Savings account,3,206,72,134,1020087.6,34.95,65.05,340029.2000000,69
2017,1,Fio bank ,NRI account,5,336,0,404,3141252.8,0.00,120.24,628250.5600000,67
2017,1,Fio bank ,Salary account,4,375,71,304,1733924.9,18.93,81.07,433481.2250000,94
2017,1,Fio bank ,Savings account,4,271,71,200,430707.0,26.20,73.80,107676.7500000,68
2017,1,Hypotecni bank,NRI account,6,420,71,349,2080063.0,16.90,83.10,346677.1666667,70
2017,1,Hypotecni bank,Salary account,1,67,0,67,40200.0,0.00,100.00,40200.0000000,67
2017,1,Hypotecni bank,Savings account,5,337,71,266,524407.0,21.07,78.93,104881.4000000,67
2017,1,J&T Bank ,NRI account,4,230,71,227,3760085.6,30.87,98.70,940021.4000000,58
2017,1,J&T Bank ,Salary account,7,479,215,336,3775218.5,44.89,70.15,539316.9285714,68
2017,1,J&T Bank ,Savings account,1,67,0,67,883133.7,0.00,100.00,883133.7000000,67
2017,1,Kameron bank,NRI account,8,621,285,402,4275293.8,45.89,64.73,534411.7250000,78
2017,1,Kameron bank,Salary account,4,268,0,268,910295.5,0.00,100.00,227573.8750000,67
2017,1,Kameron bank,Savings account,3,197,71,126,781977.2,36.04,63.96,260659.0666667,66
2017,1,Max bank,NRI account,9,681,215,466,2100720.4,31.57,68.43,233413.3777778,76
2017,1,Max bank,Salary account,5,414,214,267,3257668.2,51.69,64.49,651533.6400000,83
2017,1,Max bank,Savings account,1,68,0,68,3193218.8,0.00,100.00,3193218.8000000,68
2017,1,Moneta Money Bank,NRI account,5,343,142,201,857465.4,41.40,58.60,171493.0800000,69
2017,1,Moneta Money Bank,Salary account,4,277,142,135,1192275.6,51.26,48.74,298068.9000000,69
2017,1,Moneta Money Bank,Savings account,2,204,71,133,93600.0,34.80,65.20,46800.0000000,102
2017,1,NBS BANK,NRI account,35,1802,759,1203,13948667.0,42.12,66.76,398533.3428571,51
2017,1,NBS BANK,Salary account,29,1558,666,1011,10886009.9,42.75,64.89,375379.6517241,54
2017,1,NBS BANK,Savings account,32,1725,693,1032,18771678.0,40.17,59.83,586614.9375000,54
2017,1,Northern Bank,NRI account,35,1769,726,1169,12670782.8,41.04,66.08,362022.3657143,51
2017,1,Northern Bank,Salary account,29,1620,689,1055,11597439.9,42.53,65.12,399911.7206897,56
2017,1,Northern Bank,Savings account,32,1816,724,1092,19745520.5,39.87,60.13,617047.5156250,57
2017,1,PPF Bank,NRI account,6,443,72,371,5580103.4,16.25,83.75,930017.2333333,74
2017,1,PPF Bank,Salary account,8,539,72,534,6849735.2,13.36,99.07,856216.9000000,67
2017,1,PPF Bank,Savings account,3,204,71,133,60600.0,34.80,65.20,20200.0000000,68
2017,1,Raiffeisen bank,NRI account,6,469,0,469,1823335.0,0.00,100.00,303889.1666667,78
2017,1,Raiffeisen bank,Salary account,3,142,0,142,303180.0,0.00,100.00,101060.0000000,47
2017,1,Raiffeisen bank,Savings account,4,284,71,213,668277.8,25.00,75.00,167069.4500000,71
2017,1,SKY BANK,NRI account,34,1671,710,1112,12943417.3,42.49,66.55,380688.7441176,49
2017,1,SKY BANK,Salary account,29,1469,643,933,10854226.0,43.77,63.51,374283.6551724,51
2017,1,SKY BANK,Savings account,32,1659,686,973,17663363.5,41.35,58.65,551980.1093750,52
2017,1,Sky Bank,NRI account,35,1837,773,1244,14215032.9,42.08,67.72,406143.7971429,52
2017,1,Sky Bank,Salary account,29,1546,657,1007,10585268.8,42.50,65.14,365009.2689655,53
2017,1,Sky Bank,Savings account,32,1751,706,1045,18691114.5,40.32,59.68,584097.3281250,55
2017,1,Southern Bank,NRI account,35,1328,709,730,11275010.2,53.39,54.97,322143.1485714,38
2017,1,Southern Bank,Salary account,29,1186,637,641,9178442.1,53.71,54.05,316498.0034483,41
2017,1,Southern Bank,Savings account,32,1361,691,670,18445966.0,50.77,49.23,576436.4375000,43
2017,1,Trinity Bank,NRI account,9,562,0,640,5339741.9,0.00,113.88,593304.6555556,62
2017,1,Trinity Bank,Salary account,2,134,0,134,127300.0,0.00,100.00,63650.0000000,67
2017,1,Trinity Bank,Savings account,5,339,0,339,7856659.2,0.00,100.00,1571331.8400000,68
2017,1,UniCredit Bank,NRI account,4,342,143,199,651808.0,41.81,58.19,162952.0000000,86
2017,1,UniCredit Bank,Savings account,1,67,0,67,883133.7,0.00,100.00,883133.7000000,67
2017,2,Air Bank ,NRI account,8,608,142,466,9598253.7,23.36,76.64,1199781.7125000,76
2017,2,Air Bank ,Salary account,12,873,212,729,8954553.2,24.28,83.51,746212.7666667,73
2017,2,Air Bank ,Savings account,6,471,72,399,10101340.5,15.29,84.71,1683556.7500000,79
2017,2,Bank Creditas,NRI account,8,496,142,378,9133153.8,28.63,76.21,1141644.2250000,62
2017,2,Bank Creditas,Salary account,8,576,353,223,9501494.5,61.28,38.72,1187686.8125000,72
2017,2,Bank Creditas,Savings account,8,562,142,420,5281801.6,25.27,74.73,660225.2000000,70
2017,2,Central Bank,NRI account,61,3258,1314,2068,53931089.0,40.33,63.47,884116.2131148,53
2017,2,Central Bank,Salary account,69,3691,1499,2366,48915879.6,40.61,64.10,708925.7913043,53
2017,2,Central Bank,Savings account,64,3495,1514,2196,70703125.1,43.32,62.83,1104736.3296875,55
2017,2,Czech export bank,NRI account,11,792,71,858,16657558.7,8.96,108.33,1514323.5181818,72
2017,2,Czech export bank,Salary account,18,1254,210,1080,13142457.4,16.75,86.12,730136.5222222,70
2017,2,Czech export bank,Savings account,8,533,72,461,6163319.8,13.51,86.49,770414.9750000,67
2017,2,Fio bank ,NRI account,11,811,211,666,8521064.3,26.02,82.12,774642.2090909,74
2017,2,Fio bank ,Salary account,9,713,211,570,8147790.2,29.59,79.94,905310.0222222,79
2017,2,Fio bank ,Savings account,7,469,71,398,7920993.1,15.14,84.86,1131570.4428571,67
2017,2,Hypotecni bank,NRI account,8,556,141,415,10259310.2,25.36,74.64,1282413.7750000,70
2017,2,Hypotecni bank,Salary account,5,347,280,67,1955680.5,80.69,19.31,391136.1000000,69
2017,2,Hypotecni bank,Savings account,6,407,141,266,6109322.4,34.64,65.36,1018220.4000000,68
2017,2,J&T Bank ,NRI account,5,297,71,226,9888204.8,23.91,76.09,1977640.9600000,59
2017,2,J&T Bank ,Salary account,13,884,283,601,9543585.8,32.01,67.99,734121.9846154,68
2017,2,J&T Bank ,Savings account,5,344,211,133,2751154.3,61.34,38.66,550230.8600000,69
2017,2,Kameron bank,NRI account,12,874,356,518,14909617.4,40.73,59.27,1242468.1166667,73
2017,2,Kameron bank,Salary account,10,667,0,735,6077669.7,0.00,110.19,607766.9700000,67
2017,2,Kameron bank,Savings account,9,597,212,385,8554837.8,35.51,64.49,950537.5333333,66
2017,2,Max bank,NRI account,11,760,215,545,12177279.1,28.29,71.71,1107025.3727273,69
2017,2,Max bank,Salary account,9,681,285,396,5703743.4,41.85,58.15,633749.2666667,76
2017,2,Max bank,Savings account,6,401,70,399,10741969.2,17.46,99.50,1790328.2000000,67
2017,2,Moneta Money Bank,NRI account,8,545,212,333,4101835.8,38.90,61.10,512729.4750000,68
2017,2,Moneta Money Bank,Salary account,9,696,212,484,5911024.6,30.46,69.54,656780.5111111,77
2017,2,Moneta Money Bank,Savings account,5,407,142,331,3910641.7,34.89,81.33,782128.3400000,81
2017,2,NBS BANK,NRI account,61,3265,1328,2046,56287191.8,40.67,62.66,922740.8491803,54
2017,2,NBS BANK,Salary account,69,3681,1470,2366,49844406.2,39.93,64.28,722382.6985507,53
2017,2,NBS BANK,Savings account,64,3478,1545,2189,75393138.2,44.42,62.94,1178017.7843750,54
2017,2,Northern Bank,NRI account,61,3297,1323,2104,57747797.5,40.13,63.82,946685.2049180,54
2017,2,Northern Bank,Salary account,69,3753,1503,2410,50087700.1,40.05,64.22,725908.6971014,54
2017,2,Northern Bank,Savings account,64,3553,1530,2243,75183941.3,43.06,63.13,1174749.0828125,56
2017,2,PPF Bank,NRI account,9,587,72,515,14990719.9,12.27,87.73,1665635.5444444,65
2017,2,PPF Bank,Salary account,13,874,142,732,11388646.7,16.25,83.75,876049.7461538,67
2017,2,PPF Bank,Savings account,9,550,141,422,6313838.7,25.64,76.73,701537.6333333,61
2017,2,Raiffeisen bank,NRI account,9,671,70,601,8326146.1,10.43,89.57,925127.3444444,75
2017,2,Raiffeisen bank,Salary account,8,543,71,472,3725088.8,13.08,86.92,465636.1000000,68
2017,2,Raiffeisen bank,Savings account,6,419,141,278,4417070.4,33.65,66.35,736178.4000000,70
2017,2,SKY BANK,NRI account,60,3064,1266,1920,53803209.2,41.32,62.66,896720.1533333,51
2017,2,SKY BANK,Salary account,69,3466,1440,2202,48876446.4,41.55,63.53,708354.2956522,50
2017,2,SKY BANK,Savings account,64,3287,1432,2049,68709284.1,43.57,62.34,1073582.5640625,51
2017,2,Sky Bank,NRI account,61,3305,1343,2105,59785491.3,40.64,63.69,980090.0213115,54
2017,2,Sky Bank,Salary account,69,3659,1472,2339,49617752.5,40.23,63.92,719097.8623188,53
2017,2,Sky Bank,Savings account,64,3463,1478,2185,70826095.3,42.68,63.10,1106657.7390625,54
2017,2,Southern Bank,NRI account,61,2398,1229,1279,47921642.1,51.25,53.34,785600.6901639,39
2017,2,Southern Bank,Salary account,69,2685,1369,1449,40216629.1,50.99,53.97,582849.6971014,39
2017,2,Southern Bank,Savings account,64,2515,1370,1303,59012924.3,54.47,51.81,922076.9421875,39
2017,2,Trinity Bank,NRI account,13,894,0,894,19334714.9,0.00,100.00,1487285.7615385,69
2017,2,Trinity Bank,Salary account,6,473,141,332,3135088.0,29.81,70.19,522514.6666667,79
2017,2,Trinity Bank,Savings account,8,605,70,665,18786933.4,11.57,109.92,2348366.6750000,76
2017,2,UniCredit Bank,NRI account,4,342,143,199,4629534.2,41.81,58.19,1157383.5500000,86
2017,2,UniCredit Bank,Salary account,2,132,0,132,72600.0,0.00,100.00,36300.0000000,66
2017,2,UniCredit Bank,Savings account,4,266,70,196,5077687.3,26.32,73.68,1269421.8250000,67
2017,3,Air Bank ,NRI account,10,738,142,596,17935106.2,19.24,80.76,1793510.6200000,74
2017,3,Air Bank ,Salary account,15,1077,351,726,24091580.0,32.59,67.41,1606105.3333333,72
2017,3,Air Bank ,Savings account,11,799,141,658,14450053.8,17.65,82.35,1313641.2545455,73
2017,3,Bank Creditas,NRI account,10,626,142,508,19255315.6,22.68,81.15,1925531.5600000,63
2017,3,Bank Creditas,Salary account,11,775,423,352,19461273.9,54.58,45.42,1769206.7181818,70
2017,3,Bank Creditas,Savings account,13,891,211,680,15219422.8,23.68,76.32,1170724.8307692,69
2017,3,Central Bank,NRI account,92,4989,2071,3096,107717466.1,41.51,62.06,1170842.0228261,54
2017,3,Central Bank,Salary account,105,5685,2315,3580,123988984.1,40.72,62.97,1180847.4676190,54
2017,3,Central Bank,Savings account,101,5543,2357,3360,119897963.3,42.52,60.62,1187108.5475248,55
2017,3,Czech export bank,NRI account,15,1062,210,989,40448799.6,19.77,93.13,2696586.6400000,71
2017,3,Czech export bank,Salary account,21,1449,210,1371,31013063.8,14.49,94.62,1476812.5619048,69
2017,3,Czech export bank,Savings account,12,801,211,590,11251206.8,26.34,73.66,937600.5666667,67
2017,3,Fio bank ,NRI account,14,1010,280,730,19841621.5,27.72,72.28,1417258.6785714,72
2017,3,Fio bank ,Salary account,13,948,280,668,22764699.3,29.54,70.46,1751130.7153846,73
2017,3,Fio bank ,Savings account,10,676,278,398,14276601.5,41.12,58.88,1427660.1500000,68
2018,7,Air Bank ,NRI account,61,3691,820,3047,124603566.6,22.22,82.55,2042681.4196721,61
2018,7,Air Bank ,Salary account,63,4151,1285,3083,134532830.8,30.96,74.27,2135441.7587302,66
2018,7,Air Bank ,Savings account,40,2657,577,2200,107214832.5,21.72,82.80,2680370.8125000,66
2018,7,Bank Creditas,NRI account,59,3347,646,2764,104520628.7,19.30,82.58,1771536.0796610,57
